id	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
ZNF547	1.23174	1.34743	1.24908	1.25806	1.41545	1.22717	1.28635	1.3316	1.18349
FAM164C	1.21957	1.19877	1.29339	1.04978	1.27152	1.07978	1.21957	1.32322	1.31218
B3GNT4	1.31677	1.25635	1.37881	1.06102	1.1143	1.18087	1.16449	1.28611	1.09896
PCBD2	1.40706	1.32866	0.990468	1.3582	1.02171	1.45904	1.31929	1.20383	1.06171
3-Mar	0.989036	1.12312	1.32757	1.47422	1.75629	1.37394	1.30346	1.26183	1.32757
ZMYM1	1.3351	1.27967	1.30468	1.32685	1.21637	1.31696	1.3294	1.31284	1.2185
SPRYD4	1.37411	1.23331	1.31339	1.34905	1.08866	1.23331	1.22173	1.15608	1.21302
C13orf18	1.28552	1.26626	1.31846	1.20628	1.23884	1.08634	1.14579	1.2477	1.13221
LPIN3	0.909418	1.12222	1.20456	0.900727	1.91155	0.863692	1.15239	1.36832	1.21983
SNORD74	0.972255	1.23109	1.25955	0.428906	1.42952	1.6179	0.442006	1.71942	0.952568
ALDH1B1	1.41015	1.26497	1.37458	1.36308	1.00783	1.30679	1.16543	1.14024	1.12738
DCX	1.31314	1.46773	1.28552	1.28959	0.724888	1.1824	1.15006	1.36277	1.0718
ASGR1	1.23109	1.29128	1.40629	0.996038	1.15116	1.28475	1.12522	1.32636	1.26372
SCARNA1	0.889246	1.33541	1.07424	1.03823	1.0449	1.45221	1.7588	0.760706	1.2296
CHRM4	1.35698	1.28552	1.08866	0.963051	0.754289	1.46157	1.42873	1.43221	1.18087
SDK1	0.868882	1.18871	1.1439	1.16634	1.25016	0.981691	1.2145	1.07353	1.25048
PPP4R1L	1.38015	1.07907	1.28272	1.07774	1.65192	1.08706	1.25048	1.02279	1.33541
LGI2	1.43299	1.37984	1.32433	1.11466	0.861094	1.04578	1.15762	1.30216	0.871964
ENTPD7	1.41281	1.38178	1.29013	1.35452	1.10209	1.2222	1.10563	1.24676	1.2398
FAM179A	0.952209	0.94199	0.873205	1.21388	1.01834	0.471602	0.924533	0.759042	1.21155
SSTR1	1.16359	1.22824	1.21483	0.975507	1.00495	0.998151	1.28411	1.35278	1.2328
NFATC4	1.02279	0.714959	1.27387	1.0212	1.64022	0.916814	1.01952	0.86977	1.24633
PPIL6	1.26323	1.23962	1.33735	1.3064	1.44044	1.19258	1.12362	1.32619	1.20007
PLS1	1.47258	1.28075	1.61286	1.12964	0.83762	0.999324	1.09483	1.53731	1.18523
BCL11B	1.32207	1.30539	1.39638	1.16122	0.866968	1.13568	1.2351	1.36226	1.28611
LIN9	1.64216	1.3917	1.39662	1.22629	0.946765	1.26763	1.19064	1.2364	1.12623
PAQR7	1.32845	1.37077	1.08973	1.34685	1.14024	1.26411	1.25075	1.19917	1.05038
METRNL	0.857862	0.759356	1.02984	0.934402	1.90768	1.06331	1.18523	1.0114	1.07978
ZCCHC9	1.37604	1.37604	1.19534	1.13048	1.08218	1.25348	1.24276	1.30406	1.20456
OPRK1	1.54264	1.14803	1.29088	1.47258	0.889246	1.31081	1.06683	1.39909	1.28091
TRADD	1.29218	1.10631	1.15944	1.21098	1.54364	1.23775	1.2189	1.14204	1.11635
LOC81691	1.32465	1.52725	1.14144	1.25927	0.877439	1.36549	1.35572	1.32558	0.950433
GNA15	0.90675	1.16479	1.06753	1.009	1.32491	1.16825	1.1831	1.28809	1.39418
SERTAD1	1.12252	1.18181	1.29183	1.24497	1.27052	1.15116	0.906948	1.2011	1.35175
ZNF600	1.33476	0.823418	1.16761	1.13568	1.25048	0.920725	0.958508	1.14938	1.3939
ACOT1	1.92152	1.40629	1.19484	0.822242	0.318193	1.36862	1.31618	1.24633	1.40854
POLH	1.23824	1.17679	1.28355	1.2011	1.50714	1.18161	1.20038	1.15479	1.16903
GLIS1	0.681703	0.940928	1.04425	1.13471	1.34301	1.12222	1.32341	1.23488	1.51123
CFHR1	0.766149	1.75117	0.944896	0.830678	1.10408	0.517744	1.31197	1.16683	0.928441
PROM2	1.044	0.684535	1.27646	1.17205	1.27676	1.00868	1.11731	1.08059	1.32845
HHLA3	1.27613	0.871303	1.37587	1.22243	1.7126	1.34177	1.30442	1.3756	1.08758
E2F1	1.39811	1.04827	1.32341	1.39852	1.18161	1.15784	1.38656	1.0708	0.991694
FBXL8	1.00261	1.11111	1.07006	1.16149	1.49998	1.19714	1.27921	1.15651	1.32491
HUNK	1.28442	1.3695	1.1831	0.96742	0.998151	1.12623	1.06546	1.33069	1.08845
BCHE	1.37743	1.07353	1.46194	1.48524	0.772646	1.18676	1.38155	1.28303	1.06102
KIF26B	0.947263	1.06901	1.11819	1.04578	1.0941	1.13048	1.26066	1.16825	1.2343
TMEM86A	1.29128	1.25683	1.42238	1.18624	1.26411	1.08328	1.1073	1.1406	1.157
TIGD5	1.00986	0.94294	1.24928	1.0375	1.60639	1.01918	1.2394	1.20506	1.33676
DLX1	1.11543	1.50685	1.20555	1.31929	0.693837	1.15762	1.22116	1.31339	1.03605
MMP14	1.06019	0.909614	1.17679	1.32582	1.33697	1.41439	1.09203	1.19714	1.23798
RNF208	0.861868	0.970303	1.2398	0.98517	1.56872	1.29728	1.25901	1.08659	1.44367
CLEC14A	0.927879	1.29646	0.90675	1.16479	1.26737	1.14169	1.21983	1.17551	1.28328
TAS2R49	1.43889	1.19407	1.13628	1.22439	0.94593	1.19382	1.20333	1.3349	1.47909
PRDM16	1.02684	0.881435	1.08788	1.01495	1.85989	0.98267	0.981193	0.989356	1.22532
DPP4	1.57383	1.28979	1.17418	1.09374	0.949805	1.26066	1.30282	1.34153	1.10668
WNT3	1.34072	1.12095	1.38791	1.05498	1.11302	1.07695	1.28847	1.43788	1.42379
GPR26	1.24655	1.2011	1.55295	0.98534	1.07208	0.919875	0.95062	1.3412	1.18127
FLJ10490	1.35732	1.39694	1.13221	1.07596	1.11635	1.05279	1.15116	1.28918	1.16959
HIST2H3D	1.10668	1.34217	0.943898	0.975255	1.2878	1.40495	1.75015	1.38015	0.932189
SMN1	1.64613	1.5469	0.899332	1.11577	0.942336	1.21367	1.07596	1.08889	0.690857
C19orf44	0.866675	1.02414	1.17106	0.946765	1.48296	1.04216	1.11603	1.06019	1.07907
NHSL2	1.15404	1.21983	1.12982	1.00411	1.23408	1.19229	1.18604	1.23798	1.29667
SPAG4	1.1307	1.1384	0.983214	0.921981	1.1197	1.02504	1.05898	1.09316	1.20259
ZNF502	1.0561	1.3635	0.959664	1.21983	1.33884	1.23249	1.27266	1.17004	1.13318
DHFR	1.38791	1.03857	1.43721	1.11819	1.72996	0.829776	1.05723	0.949123	1.14024
IKBKG	1.30968	1.20956	1.1245	1.1077	0.99901	1.27489	1.11682	1.14906	1.10167
KLKBL4	1.37375	1.43674	1.17897	1.26144	1.04922	1.48884	1.30468	1.39004	0.818114
FGD2	0.783916	0.955968	1.16149	1.33975	1.24553	0.937582	1.39047	1.14144	1.44319
EFHC2	1.41704	1.15833	1.14024	1.40883	0.857862	1.22302	1.16149	1.30968	1.23331
PBLD	1.20836	1.48067	1.0082	1.49776	1.03129	1.49346	1.44066	1.06296	1.22385
SMTN	0.762697	0.656142	1.18982	0.897272	2.1024	0.968537	0.869154	1.06809	1.19462
OPA3	1.11275	1.1245	1.31436	1.13995	1.25319	1.19064	1.10891	1.25267	1.26626
SLC29A3	1.07424	0.907141	1.26497	1.1824	1.65977	0.865306	1.34382	1.07146	1.32115
ZNF816A	1.32322	1.23621	1.22824	1.05417	1.49097	1.16296	1.17418	1.24058	1.01078
C2orf44	1.36277	1.23824	1.43448	1.2346	1.27857	1.20786	1.26875	1.2525	1.14515
PCDHGB8P	0.975719	1.06955	1.10459	1.04425	1.78882	1.20456	1.00167	1.12035	1.31874
HEXIM2	1.11682	1.29667	1.24702	1.22068	1.02639	1.20259	1.41929	1.26497	1.08595
GHRL	1.44706	0.992515	1.15239	1.27081	1.34411	1.19629	1.1517	1.05363	0.590011
TRIM54	0.827125	1.01834	0.615317	0.999982	0.772953	1.23798	1.08278	0.97775	1.20812
KLRG1	1.33095	1.06129	1.45095	1.05898	1.49708	1.01889	0.939932	1.27222	1.2578
HSPB3	1.62756	1.77503	0.769614	1.14204	0.191669	1.0082	1.13471	1.21098	0.975255
CLEC2B	0.886911	1.51197	0.811579	1.14298	1.21155	1.0911	1.0561	1.00306	0.905428
CDH24	0.987843	0.721323	1.16903	0.951182	1.65724	1.21777	1.07466	1.38178	1.20555
SPSB1	1.199	0.926479	1.27882	1.28847	1.60805	1.08081	1.26093	1.06833	1.22878
CGN	1.03789	0.736004	1.09316	0.938798	1.66616	0.957642	0.889246	0.750948	1.07325
ZNF16	1.28763	1.21388	1.26433	1.32809	1.06296	1.23309	1.22852	1.26066	1.08136
MAGED4	1.3917	1.76479	1.30442	1.2725	0.657731	1.44951	1.23884	1.57579	0.646762
CENPN	1.42477	1.32894	1.3779	1.19511	0.883615	1.11275	1.20086	1.18032	1.16634
KIAA1804	1.23538	1.16925	1.19877	1.16825	0.847391	1.17418	1.13107	1.26763	1.19629
PAH	1.47757	1.63872	0.807472	1.4356	0.360517	1.18624	1.5381	1.4205	0.916609
ADAMTS17	1.00411	1.07053	1.17301	1.16166	0.935296	1.07864	1.02476	0.987843	1.47998
WDR90	1.03352	0.991114	1.1307	1.13955	1.38109	1.1698	1.1966	1.14234	1.36917
CXCL10	0.309197	0.245546	0.155221	0.690857	0.439879	0.118446	0.478979	0.408935	0.499901
GNG8	1.31746	0	0.363155	1.40542	0.868882	1.11795	0.748666	0.547474	0
CYB561D1	1.29013	1.12655	1.37834	1.06331	1.42726	1.06722	1.09985	1.26204	1.03823
SLC27A3	1.05038	0.901498	0.997537	1.14579	0.869154	1.17789	1.24908	1.39103	1.27613
SEMA3D	1.49864	1.38451	1.14668	1.27288	0.927879	1.18465	1.24058	1.24472	1.50962
SLC43A1	1.02754	0.972255	1.17163	1.08396	1.31822	1.00687	1.29434	1.33141	1.13759
PLEKHA8	1.45141	1.2346	1.29702	1.20166	1.09374	1.20333	1.02833	1.24115	1.187
TTC30A	1.39694	1.45716	1.07146	1.33754	0.929739	1.25901	1.25611	1.15736	1.07744
FKBP9L	1.41902	1.56197	1.1956	1.25566	1.10859	1.48041	1.05334	1.44347	1.15784
FLJ25770	0.865536	1.36605	1.3695	0.901051	1.01562	1.0923	0.923806	1.1184	0.898715
KIAA1881	0.879826	0.712125	1.25716	1.07695	1.94259	0.562864	1.20153	0.653722	1.13138
ST8SIA6	1.01362	1.17512	1.0754	1.19153	1.60563	1.05775	1.27387	0.829589	1.096
SLC25A35	1.26604	1.25441	1.2343	1.18676	1.10597	1.27025	1.17611	1.31618	1.00927
IKZF4	1.2989	1.31339	1.23052	1.27707	1.3318	1.24298	1.2066	1.14326	1.24151
BVES	1.60755	1.04673	1.61436	1.2952	1.21806	1.192	1.08396	1.02754	1.25716
MS4A7	0.8301	1.56792	1.3412	1.06401	1.37834	0.951504	1.23033	1.45095	1.50495
ALG10	1.38913	1.48884	1.18792	1.22717	0.924533	1.32391	1.09046	1.3103	1.14778
CHAC2	1.31644	1.25187	1.43964	1.08429	1.08011	1.17255	1.18576	1.24736	1.18576
ACOT4	1.14539	1.20909	1.07695	0.893877	1.39279	1.32535	1.05131	1.13759	1.15205
MAMDC2	1.49536	1.46001	1.24518	1.11603	1.06331	1.30305	1.11883	1.10084	1.17396
ZIK1	1.34658	1.3204	0.989976	1.39932	0.716017	1.25683	1.20856	1.34787	1.04308
C1QL2	0.988581	0.928441	1.3424	0.753303	1.50439	1.03678	1.20887	1.23596	1.29947
ERN1	1.13955	1.10999	1.16242	1.14119	1.45178	1.29646	1.13759	1.0911	1.14906
MAP3K8	1.04128	1.20887	1.22264	1.24345	1.11577	1.06019	1.04889	1.12252	1.38395
HS6ST2	1.56028	1.57309	1.28706	1.07025	0.406282	1.19757	1.12907	1.32963	1.02451
RNASE6	1.08429	1.36001	1.53411	1.33676	0.756649	0.842207	1.3209	1.19424	1.35215
RCAN3	1.40614	1.09166	1.24821	1.44825	1.13412	1.29753	1.33141	1.1439	1.2011
NXPH2	1.60899	1.3105	1.48547	1.22794	0.214592	1.13159	0.933942	1.40394	0.898378
CTRL	0.995793	0.889864	1.46749	1.12222	1.35655	1.24115	1.05578	1.10924	1.01687
NMB	1.32433	1.05211	1.00167	1.44223	1.70894	1.45141	1.19952	1.31518	1.05929
SERPINI2	1.06401	1.20333	1.06102	1.43448	1.54612	1.06982	1.22587	1.36201	1.37604
RCSD1	1.2398	1.20427	0.98517	1.11543	1.03551	1.24276	1.3118	1.18576	1.22794
HTR1F	1.35673	1.23727	1.22044	1.08459	0.859321	1.28355	1.17447	1.43867	1.30066
CD24	0.91785	1.57241	0.593699	0.763279	0.598465	0.737842	1.075	1.13811	1.00495
ZNF167	1.23211	1.18952	1.12577	1.15404	1.28706	1.17752	1.19774	1.08136	1.075
FGD5	1.0923	0.897817	1.12805	1.00534	1.45716	1.0239	0.980034	1.1048	1.22852
SCN7A	1.3562	1.66203	1.45524	1.06753	0.550102	1.17447	1.1604	1.33935	1.14298
C20orf165	1.36144	0.920365	1.31218	1.35063	1.32207	1.09483	1.03194	0.851946	1.11731
GAS1	0.988033	1.16846	1.08564	0.996426	1.19684	0.898715	0.9769	0.862509	0.774039
ARL4D	1.43491	1.39593	0.890176	0.862113	0.394768	1.20836	1.23109	1.36885	0.938192
RRAS2	1.27266	1.31109	1.18349	1.33639	1.23383	1.199	1.14326	1.16063	1.06218
FLJ35024	1.41439	1.18404	1.0394	1.27755	0.966409	1.07006	1.14609	1.16543	1.16063
SNORD15A	0.958179	0.933144	1.15453	0.416628	0.610734	1.17106	1.9823	1.05189	1.60698
hCG_1984468	1.59014	1.54761	1.29806	1.36664	1.59343	1.34658	0.840844	1.1247	0.510854
ACADL	1.32727	1.39909	1.17718	1.28053	1.15239	1.28706	1.14084	1.2222	0.966703
ITPRIPL2	1.00534	0.994099	1.04345	1.31218	1.66164	1.13028	1.13277	1.14298	1.28726
1-Sep	1.28091	1.02917	1.33907	1.09918	1.60115	1.45934	1.1827	0.883052	1.07622
ELAC1	1.23705	1.52692	1.0116	1.22355	1.05131	1.3318	1.45501	1.27102	0.761969
FBXO46	1.03194	0.965672	1.16479	1.14859	1.52725	1.21082	1.24702	1.11275	1.04742
CCDC121	1.29339	1.35948	1.33029	1.18895	1.45653	1.20909	1.18349	1.03789	1.27996
PIK3AP1	0.868221	1.15576	1.19011	1.43752	1.10833	0.776992	1.11713	1.26028	1.38809
RNASE4	1.37532	1.60001	0.898715	1.33334	0.954012	1.40477	1.41873	1.20956	1.10315
PCDHGB3	0.984736	0.97315	1.1384	0.987319	1.65745	1.03823	1.23383	1.19629	1.26066
BMP8B	1.26343	0.960815	0.715787	1.15651	1.19814	1.21066	1.11339	1.29183	1.26268
FAH	1.09918	1.28943	1.12339	1.23596	1.42769	1.21189	1.29545	1.08358	1.20153
SMAD6	0.846729	1.0212	1.04128	1.16659	1.99646	1.066	0.974715	1.42808	0.913104
SH3TC1	0.810092	0.94593	1.17396	1.37285	1.38791	0.887679	1.1698	1.22936	1.37743
ZNF239	1.22744	1.23249	1.3049	1.15034	1.03277	1.10977	1.12312	1.23033	0.974715
ZNF77	1.14827	1.21302	1.16359	1.14234	1.12285	1.30406	1.16007	1.18404	1.0375
CMTM3	0.951182	0.881098	0.98561	1.32341	1.75308	1.20533	1.32286	1.05279	1.36044
C5orf34	1.49212	1.43396	0.893538	1.48185	0.812772	1.47546	1.09374	1.20856	1.21499
RGL3	0.782677	0.368636	1.1247	0.991114	1.97285	0.945629	0.753544	0.923383	1.21082
RHCE	1.52838	1.35789	1.26463	1.10668	0.877717	1.39442	1.3105	1.34685	1.09828
DZIP1L	0.893538	1.11228	1.15608	0.96769	1.36605	1.10696	0.920988	0.971429	1.19382
FLJ10213	1.37285	1.25806	1.38178	1.20086	0.92492	1.21388	1.23845	1.05749	1.5177
RAD51L1	1.38288	1.31463	1.27996	1.08706	1.22476	1.32465	1.26433	0.980335	1.18833
HSD3B7	0.909614	1.06296	0.932522	1.01834	1.69045	1.41902	1.08679	1.19322	1.42849
VAV1	0.931886	1.10806	1.27707	1.23309	1.04368	1.02354	1.14204	1.23775	1.31159
CIDEA	1.28918	1.32963	1.12095	0.960815	0.578643	1.06924	1.4093	1.40706	1.44706
KLRC3	1.67055	1.18895	1.40883	1.07864	0.831328	1.2984	1.01362	0.902548	1.466
SFXN2	0.955968	1.26821	1.18895	1.22649	1.51065	1.23621	1.28192	1.09742	1.26093
TAS2R46	1.33574	1.33815	1.15479	1.22997	1.12035	1.2653	1.2989	1.11078	1.4185
ARX	1.09689	1.39522	1.00687	1.23705	1.03911	1.222	1.22091	1.1679	1.11577
TC2N	1.63419	1.192	1.32064	1.153	0.826553	0.902548	1.07146	1.45673	1.0172
IMPA2	0.854898	1.2145	0.980335	0.987534	1.36246	1.12339	1.05157	1.02171	1.38913
C17orf97	1.35063	1.47379	0.876827	0.903765	1.08482	1.07622	1.24115	1.10167	1.18676
DDO	1.48583	1.11339	1.19322	1.4185	1.20812	1.51814	1.23911	0.830678	1.06497
FLT3LG	1.00596	0.581814	0.967916	1.26933	1.78974	0.951182	1.00754	0.928139	1.40542
STARD8	0.87827	1.00783	1.20166	1.05363	1.5177	1.01495	1.17832	1.04015	1.39327
SCARF1	1.01562	1.01286	1.04978	1.02984	1.60457	1.11658	1.05498	1.00167	1.19034
OR14I1	1.4645	1.19064	1.21777	0.869154	0.963405	1.28118	0.907141	1.3294	0.952735
ZFATAS	1.20166	1.26559	1.18952	1.10144	1.09896	1.01659	1.3012	1.14648	1.11819
SLC35F2	1.34611	1.27996	1.24655	1.26689	1.04245	0.988835	1.39103	1.22514	1.41567
PXMP4	1.29545	1.19011	1.18712	1.17832	1.21577	1.21124	1.34706	1.25716	1.15088
GPR18	1.3064	1.26298	1.31798	1.27152	1.25497	1.16449	1.1439	1.18465	1.09968
SCARNA4	1.50803	0.847391	1.42638	1.2098	1.33095	0.888091	1.2328	0.54388	1.5339
AKR7A3	0.958508	1.02737	0.905428	1.41015	1.22824	1.19534	1.18952	1.075	1.15608
HULC	1.40495	1.5212	1.12505	1.08249	1.30406	1.03457	1.10806	1.16166	1.09343
F11R	0.911927	1.16242	1.06565	1.10236	1.10267	1.044	1.10344	1.09689	1.29065
ZNF397OS	1.29367	1.22552	1.19952	1.29545	1.26298	1.29294	1.20312	1.17418	1.14609
CCDC74B	1.36885	0.837435	1.00561	1.25972	1.22852	1.10344	1.24633	1.14609	1.38791
ICAM1	0.885562	1.25418	0.704897	1.31138	1.78473	1.39146	1.24186	1.21209	1.22327
ZNF501	1.18871	1.43721	0.972823	1.41497	1.13503	1.07774	1.34818	1.17163	0.980034
C2orf39	1.20887	1.47275	0.9301	1.06437	1.04521	1.10315	1.36246	0.968537	1.33754
LRRC61	1.12035	1.19952	0.983469	1.1713	1.6624	1.27784	1.11658	1.12388	1.22116
LOC285033	1.45095	1.1007	1.28165	1.15539	1.67866	1.3639	1.03324	1.33975	1.30169
NPNT	1.04459	1.1544	0.997853	1.55939	1.04425	1.20555	1.26559	1.11169	1.37359
COMTD1	1.22439	1.09264	1.11078	1.10924	1.1544	1.21232	1.27755	1.26875	1.05524
EFNB1	0.798385	0.797218	1.1276	1.14885	1.76195	1.22514	1.22476	1.15869	1.19845
C12orf72	1.38332	1.3209	1.10367	1.31973	1.14084	1.22327	1.27944	1.17656	1.1449
TIGD2	1.43427	1.20695	1.22385	1.08011	1.11543	1.2952	1.13412	1.19285	1.22997
TRPC4	1.27676	1.19322	1.1406	1.20358	1.13628	1.15539	1.05857	1.36097	1.0708
C11orf42	1.23129	1.11466	1.52305	1.09566	1.16425	0.988033	1.153	1.26652	1.14827
C1orf88	1.32791	1.51314	0.841391	1.19382	1.30282	1.29947	1.33043	1.30952	1.25319
C10orf63	1.19229	1.40568	0.975719	1.27222	1.31357	1.06833	1.43625	1.43356	1.0119
N4BP3	1.18712	1.21232	1.19738	0.724572	1.25806	1.1288	1.14668	1.41825	1.14362
SPDYA	1.37114	1.35673	1.25972	1.19361	1.02065	1.20038	1.12577	1.22355	1.08358
GLTSCR1	0.979077	0.803835	1.04949	1.05393	1.56141	1.16872	1.02201	0.797218	1.05131
RASIP1	0.95084	0.932896	1.08679	1.09292	1.52084	1.2189	1.15034	1.09166	1.25267
SULT1A4	0.97631	1.00654	1.09566	1.05065	1.55005	1.02783	0.883052	0.614022	1.0851
SOD3	1.1439	0.886911	0.930457	1.09856	1.60915	1.12362	1.27599	1.02966	0.919116
C17orf60	1.21209	1.21209	1.25348	1.25267	1.28943	0.884921	1.11995	1.08617	1.20166
EHD4	1.02142	0.891609	1.0102	0.989036	1.28411	1.27834	1.26689	1.2172	1.33141
GPR87	1.18982	1.30145	1.23309	0.948495	1.45501	1.02833	1.17163	1.21806	1.20312
ZNF324B	1.29416	1.18624	1.17205	1.19229	1.187	1.1802	1.15059	1.28075	1.19757
SP2	1.09046	1.0711	1.066	1.13412	1.39831	1.26093	1.19382	1.04673	1.17957
FLT3	1.29254	1.07208	0.994717	1.38555	0.394628	1.48067	1.07726	1.27921	0.923383
C6orf190	1.60661	1.19361	1.03129	1.16872	0.485606	1.55212	1.27347	1.40883	1.23824
ZNF322A	1.55521	1.33956	1.39004	1.18087	0.930671	1.23129	1.08328	1.23077	1.05464
OSTbeta	0.617579	1.08659	1.06651	1.7158	1.58601	1.19917	1.15539	1.07808	1.4886
COQ2	1.30521	1.3077	1.43815	1.20887	1.09509	1.04245	1.15324	1.25117	0.959664
ZNF425	1.34706	1.00411	1.16425	1.12603	0.961718	1.29806	1.18127	1.23249	1.05279
PKD2L1	0.836777	0.940318	1.02027	1.27857	0.528533	0.779317	0.928931	1.49097	0.935702
FREM1	1.28381	1.41388	0.859321	1.08482	0.818539	1.01407	1.31798	1.17999	0.943222
CYP2E1	1.48608	1.05686	1.01834	1.31487	0.618057	1.1956	1.28918	1.28475	1.1802
RDH10	1.1048	0.923806	1.23962	1.29728	1.27193	1.31271	1.07162	1.06722	1.29416
MPST	0.890605	1.01918	1.30838	1.17447	1.66918	1.05648	1.00719	1.04101	1.23911
LRGUK	1.14266	1.17301	1.23249	1.2343	1.31618	1.06252	1.28442	0.978091	1.06982
SNRPG	1.14119	1.2725	1.11603	1.30468	1.12787	1.48387	0.800103	1.12603	1.08185
NID2	1.14709	1.15904	1.03277	1.35655	0.963693	1.20312	1.2554	1.00986	1.01362
TIMELESS	1.15762	1.0254	1.38876	0.883354	1.20427	1.09138	0.968841	1.02414	1.1384
SALL3	0.69138	0.837141	1.22116	0.907934	1.82145	0.852496	0.910134	0.726617	1.09374
PLEK	1.0023	1.14906	0.981691	1.39694	1.24082	1.12035	1.187	1.17897	1.30554
RPRM	1.07774	1.01687	1.11795	1.03996	0.686006	1.3209	1.04742	1.41519	1.39865
LRRC43	1.27784	0.907934	0.810666	1.07146	1.14859	1.07596	1.19153	1.16761	1.11658
GDPD3	1.02171	0.832156	1.20717	0.751533	1.90306	0.941378	0.849134	0.900727	0.856872
HNRNPCL1	1.37587	1.35483	1.21755	1.0341	0.803835	1.20628	1.12064	1.09374	0.461953
DLL4	0.981193	0.736223	1.10408	0.703999	1.23363	0.907554	0.822524	0.988835	1.55965
C16orf55	1.02476	1.14515	1.31723	1.05723	1.48699	0.949486	0.979077	1.07907	1.21388
MYH15	1.12285	1.31973	1.02917	1.14668	1.02869	1.23146	1.45446	0.946986	1.04425
BACH2	1.24082	1.11995	1.10546	1.16925	1.06753	1.10167	1.20786	1.15116	1.1439
LBH	1.20427	1.67949	1.12522	0.895265	0.674893	1.09672	1.35655	1.33294	0.830382
GGTA1	1.43087	1.37834	1.20628	1.41626	0.925774	1.28552	1.2011	0.740513	1.3105
GNB3	0.797617	1.00687	1.2477	1.01442	1.60616	0.707788	0.892418	1.11995	1.17418
MED18	1.18161	1.157	1.43001	1.12035	0.919875	0.992827	1.18499	1.222	1.08116
TRDMT1	1.20752	1.42831	1.25319	1.19684	0.902825	1.13412	1.18624	1.21926	1.17551
SDSL	0.980932	1.19534	1.16872	1.08358	1.12339	1.54036	1.49212	1.14539	0.874789
PCDHGA2	0.916814	0.980034	0.999324	1.2145	1.5585	1.17718	1.0212	1.10315	1.34278
HARBI1	1.24676	1.22264	1.44066	1.08059	1.25927	1.19181	1.13628	1.03039	1.21038
ZNF408	1.26584	0.96271	1.09046	1.34491	1.2364	1.13759	1.17957	1.20752	0.981193
TAS2R43	1.12505	1.54942	1.54115	1.21339	1.55664	0.565961	1.37913	1.38791	0.522732
NFKBIL1	1.26674	1.17275	1.05242	1.14758	1.04459	1.12388	1.06901	1.14709	1.08634
SC65	1.15971	0.888091	1.22902	1.04691	1.46519	1.2098	0.964047	1.24082	1.29218
KLF4	0.599186	0.95426	1.01746	1.01889	1.05498	0.892418	0.944622	0.936371	1.08679
TMEM185A	1.31409	1.17004	1.20856	1.09672	0.978792	1.21209	1.12339	1.44853	1.11078
TAP2	1.09138	0.909159	0.984513	0.967081	0.895971	1.16846	1.02613	1.09483	0.909159
KCNK3	1.22902	1.1184	1.1073	1.09623	1.09828	1.10924	1.21539	1.34743	1.06475
KLHL17	0.870489	0.685298	1.4185	0.758397	1.70975	0.871792	0.81986	1.03857	1.50603
TNFRSF11B	0.715787	1.44202	0.773673	0.933942	1.32391	1.28192	1.09166	1.35948	1.1831
SARDH	1.21637	1.16872	1.08758	1.22902	1.06171	1.06401	1.33029	1.31218	1.28959
SP140L	1.11795	0.897451	0.97631	1.12551	1.3037	1.04345	1.0114	0.967081	0.816835
MS4A4A	0.767481	1.49776	0.910134	0.910828	0.610942	1.11134	1.06565	1.50219	1.12655
KIAA1908	1.28959	1.22997	1.06546	1.13503	1.10367	1.31723	1.23309	1.14579	1.31746
NAT8	0.97775	1.10048	1.17073	0.754289	0.730304	1.13788	1.14972	1.3424	1.08396
MMP15	1.1604	1.06475	1.33294	1.19258	1.37937	1.15608	1.13955	1.21082	1.1956
MAP3K14	0.99213	1.10292	1.14859	1.31556	1.4958	1.0711	1.1184	1.23309	1.10631
MFSD7	1.08634	1.17752	0.902548	1.24082	1.20836	0.937896	1.29183	1.20166	1.32558
WDR66	1.02354	1.10563	1.2989	1.08788	1.50529	0.897451	1.09292	0.986975	1.11402
BLM	1.09875	1.02783	1.13318	1.26953	1.34555	1.01257	1.05749	1.29339	1.10696
SLC22A9	1.11756	1.03075	1.18404	1.22514	0.691971	1.23565	1.24867	1.11731	1.30006
KIAA1975	1.06651	1.45822	0.745408	0.966252	1.3012	1.13386	1.26626	1.2098	1.2725
MOCS3	1.31001	1.24082	1.16321	1.0894	0.854545	1.2241	1.20202	1.28328	1.00039
SEMA3F	0.661821	0.658109	1.24364	0.857862	1.27125	0.956791	0.837141	1.19774	1.44088
GPR39	1.1802	0.915262	1.2346	0.962339	1.43001	0.993698	1.12388	0.952209	1.27222
ADRB2	1.0266	0.933414	1.36044	1.31271	1.48906	0.975507	1.24518	1.06982	1.01889
PTK7	1.10977	1.03551	1.12738	1.14426	1.2525	1.18127	1.04345	1.17319	1.3089
PPARG	1.20086	1.13159	1.20383	1.15453	1.2241	1.1389	1.07208	1.16122	1.26463
TNFAIP8L2	0.94199	1.21483	1.13471	1.12738	1.46309	0.918103	1.10236	1.14803	1.17106
VANGL2	1.24058	1.06437	1.11658	1.35541	1.52692	1.13318	1.08788	1.06401	1.18755
DUOX1	1.20506	0.986687	1.18465	1.28165	1.32322	1.17931	1.31271	1.04153	1.10209
PPIC	1.19407	1.02939	1.13277	1.1544	1.20628	1.26652	1.20137	0.980567	1.44023
