id	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
OSGIN1	0.600898	0.972823	0.489793	0.99692	0.920365	0.566904	0.612447	0.849134	0.694521	0.609036	0.489586	0.784973	1.61573	0.481631	0.674305	0.565089	0.578096
BTBD16	1.21637	1.03857	0.314112	0.686321	0.504155	0.147483	0.875518	0.890605	1.24581	0.757705	0.356437	0.763018	0.491337	1.187	1.04807	0.478333	0.769352
HTR2C	0.734094	0.470539	0.557809	0.704559	0.162286	1.10431	1.23596	1.12505	1.16272	0.940552	0.813853	0.809033	0.11927	0.743043	0.849927	0.929739	0.532241
SNORA78	0.352284	1.61932	0.399917	0.490291	1.00927	0.282113	0.49077	1.22532	1.3215	0.639075	1.15266	0.643254	0.493869	0	1.15145	0.551383	0
LY6G5B	0.879381	1.48959	1.04613	0.564598	0.638817	0.247703	0.534309	0.955968	0.819529	0.954012	0.454595	0.831328	0.649348	0.857199	0.755712	0.498984	0.646099
SLC2A10	0.636845	0.463578	0.724888	0.735392	1.06546	0.785282	0.76978	0.673035	0.699014	0.726332	0.605284	0.665678	1.1831	0.780644	0.759356	0.771086	0.878954
PTPN20A	1.05555	1.26791	0.859583	0.705869	0.386363	0	0.884277	1.0941	0.431308	1.04345	0.721604	0.929169	0.448729	1.31584	0.379208	0.387823	0.674893
FAM150B	0.898106	0.467441	0.429404	0.632733	1.23745	0.690189	0.89191	0.711792	0.719772	0.796545	0.814985	0.742718	0.752639	0.853612	0.742119	0.772104	0.860203
EPHA2	0.513989	1.11682	0.508697	0.695572	1.39767	0.567933	0.310731	0.511142	0.484518	0.541717	0.846729	0.917682	1.18982	0.689208	0.47537	0.612447	0.886911
PHOSPHO1	0.852236	0.762697	0.778731	0.690189	0.853612	0.911498	0.730745	0.542299	0.884042	0.759812	0.8752	0.834409	0.812421	0.643505	0.687114	0.726332	0.842451
GJD2	0.799404	0.481984	0.499422	0.696136	0.0620861	0.9301	1.17897	1.32286	1.00654	1.29466	0.892418	0.495439	0.0715929	0.748338	0.790849	1.03103	0.478333
FLJ45422	0.905751	0.748338	0.877717	0.768305	0.750948	0.988033	0.729831	0.824272	0.809787	0.697817	0.737842	0.653138	0.702934	0.705145	0.675501	0.745735	0.9195
C6orf26	0.694521	1.60366	0.859926	0.652592	0.687673	0.762369	0.794284	0.725443	0.9195	0.959311	0.559688	0.558354	0.498175	0.802791	0.713367	0.626431	0.476743
TMEM99	0.857199	0.422492	0.714959	0.703528	0.896659	0.935702	0.860203	0.737086	1.00844	0.74084	0.923806	0.685551	0.74382	0.664337	0.691662	0.818539	0.727708
MATN3	0.960216	0.350714	0.885895	0.464126	1.64022	0.476544	0.555099	0.776667	0.77602	0.666456	0.492416	1.02171	0.15252	0.710571	0.800389	0.687391	0.829776
ISG20	0.740163	0.681703	0.69138	0.755018	0.886911	1.39365	0.603819	0.656564	0.622281	0.698162	0.735698	0.703528	0.800977	0.703999	0.638817	0.649679	0.845095
TTTY10	0	2.02557	0	0.00236714	1.58406	0	0	1.61955	0.0146776	1.98302	0	0	0	0	0.00358872	0	0
CXCL2	1.0941	0.466518	0.269883	0.470829	1.20086	1.54036	0.0569285	0.70947	0.62553	0.943898	0.530211	0.636845	0.474128	0.609288	0.751533	0.916609	0.747222
NAT8B	0.734795	1.75396	0.988835	0.778154	0.699313	0.624328	0.329275	0.468946	0.803541	0.558628	0.776667	0.313275	0.586673	0.645488	0.667921	0.788562	0.870751
C10orf129	0.527459	0.527735	1.1245	0.475944	0.47701	0.536748	0.738464	0.569735	1.08866	1.21066	0.743043	0.68807	1.22744	0.610734	0.687673	0.892249	0.529018
LOC729603	0.733229	1.22794	0.962032	0.799404	0.971429	0.701601	0.597306	0.572084	0.586367	0.550102	0.60824	0.582684	0.991694	0.689432	0.52931	0.650918	0.998437
ANKRD5	0.66479	0.537447	0.850685	0.831925	0.577506	0.792277	0.958508	0.892774	1.03823	0.87827	0.871303	0.644592	0.748046	0.706419	0.743043	0.913104	0.564826
PON3	0.888091	0.737476	0.844799	0.584467	0.774334	0.463835	0.907141	0.796162	0.614219	0.908835	0.83903	0.683221	0.776304	0.646762	1.04827	0.661821	0.878564
GCNT1	0.793467	0.444719	0.817495	0.586367	0.701254	1.16211	0.98267	0.941378	0.781364	0.841147	0.690857	0.765485	0.411428	0.801176	0.872554	0.891171	0.574836
BDNF	0.923806	0.432536	0.928931	0.779317	0.511375	0.799832	1.27857	0.787254	0.996723	0.96742	0.650035	0.753544	0.327978	0.768835	0.907306	0.746015	0.490037
LINGO3	0.695727	1.31381	0.759812	0.767856	1.08328	0.542299	0.767481	0.963693	0.591417	0.644257	0.572678	0.748666	0.771086	0.571491	0.714959	0.572678	0.80725
OTUB2	0.779867	0.710834	0.691139	0.716977	0.623839	0.844584	0.989356	0.923164	0.811889	0.872871	0.894081	0.730055	0.759356	0.650035	0.76978	0.860203	0.615317
ABCD1	0.703999	1.02783	0.721323	0.789953	1.03678	0.822816	0.623839	0.706718	0.569339	0.668059	0.7713	0.897817	0.909159	0.710834	0.564598	0.626996	0.799216
FUT1	0.660147	0.444391	0.809453	0.853873	0.683221	0.952209	1.07695	0.998437	0.791687	0.729295	0.76907	0.654899	0.593114	0.815792	0.698384	0.932522	0.665969
ANGPTL7	0.911927	0.46022	0.855573	0.749081	0.761742	0.662693	0.743504	0.774594	0.772104	0.959664	0.919116	0.701254	0.824272	0.637711	0.737842	0.811889	0.803097
STK31	0.727356	0.975021	0.516327	0.612037	1.27102	0.569106	0.769352	1.19285	1.02027	0.66415	0.476743	0.924135	0.273785	0.908106	0.696795	0.566125	0.645488
IMPG2	0.733487	0.984157	0.844207	0.752967	0.474128	0.686909	1.00447	0.922599	1.03039	0.774334	0.781879	0.604191	0.587519	0.80725	0.675155	0.83587	0.778154
ARMC3	0.639305	0.528654	0.648803	0.65557	0.595049	0.866675	0.552526	0.845569	0.818939	0.80725	0.734795	0.878564	0.807884	0.926893	0.725766	0.734795	1.13628
SULT1A2	0.894387	1.17656	0.526957	0.52931	0.376379	0.375879	0.648569	0.762369	0.569542	0.43644	0.771576	0.847716	0.965457	0.838731	0.727071	1.32978	0.895569
SPRED3	0.672791	1.06722	0.951504	0.535198	0.507188	0.66126	0.998151	0.799034	0.497757	0.904577	0.724572	0.92605	0.923164	0.604191	0.774594	0.793467	0.638481
CYP3A4	0.674893	0.845095	0.906303	1.00561	0.863692	0.659814	0.564363	0.427614	0.833071	0.626185	0.921334	0.820439	0.885562	0.753967	0.615317	0.751533	0.776992
FGF10	0.411024	0.451055	0.795481	0.861656	0.983214	1.11945	0.634418	1.49297	0.67972	0.54204	0.316139	0.874508	0.619586	0.433843	0.529601	1.0116	0.606836
SCML2	0.943453	0.783916	0.788562	0.663832	0.864897	0.677391	0.814419	0.835057	0.757357	0.651173	0.963693	0.785755	0.631606	0.754608	0.771086	0.842765	0.626431
DNAH2	1.01407	1.8074	1.12907	0.497909	0.317462	0.516647	0.655766	0.720837	0.541352	0.543108	0.490037	0.601627	0.579845	0.953264	0.645834	0.603437	0.611338
KCNA5	0.814727	0.45734	0.60824	0.966027	0.431642	0.840175	0.888485	1.24581	0.718331	0.814985	0.758753	0.702934	0.663832	0.72432	0.797938	0.921729	0.694766
SH2D4A	0.568273	0.729295	0.760405	0.641079	1.04425	0.831328	0.720093	0.668549	0.626185	0.889551	0.883615	0.642742	1.13249	0.497367	0.726332	0.801546	0.566904
MICA	0.728555	1.46136	0.646564	0.863146	0.831328	0.861868	0.485051	0.692243	0.317462	0.626996	0.678156	0.658109	0.761742	0.92281	0.809033	0.646099	0.611541
NBPF20	0.699718	1.59079	0.89191	0.707581	0.684964	0.708511	0.59533	0.672453	0.723543	0.614022	0.756041	0.756649	0.847096	0.675155	0.437724	0.542299	0.712655
AOC2	0.829291	0.93735	0.772646	0.965672	0.7579	0.600355	0.677547	0.444988	0.779867	0.606836	0.97315	0.697679	0.881984	0.742119	0.460994	0.877717	0.869154
RINL	0.606836	0.727708	0.718045	0.989976	0.551383	1.00288	0.916609	0.919116	0.571721	0.736729	0.670333	0.672453	0.78556	0.727356	0.699718	0.843786	0.795481
MED7	0.66827	0.457087	0.761035	0.756041	0.708256	0.712655	1.00596	1.02939	0.780276	0.699313	0.681369	1.02613	0.507188	0.964824	0.928139	0.70612	0.51241
PABPC5	0.844799	0.373332	0.603108	0.681369	0.716977	0.806807	0.87717	0.817187	0.842207	0.823927	1.04779	0.674893	0.645211	0.725443	0.857862	0.933601	0.677391
ZBTB32	0.706419	1.35175	1.02065	0.674669	0.824272	0.549704	0.752967	0.509679	0.83278	0.522732	0.609288	0.609288	1.17862	0.683221	0.541062	0.676808	0.451055
MEP1B	1.09002	0.580506	0.873596	0.719005	0.658582	0.550102	0.568578	0.855573	0.94294	0.970875	0.714523	0.91261	0.726617	0.70694	0.652251	0.615606	0.734602
CHEK1	0.514823	0.438946	0.741167	0.691971	0.585853	0.835329	0.770722	1.04345	0.982293	0.847096	0.804924	0.744176	0.714682	0.831039	0.789953	0.881984	0.706419
AK7	0.822242	0.296442	0.687114	0.766149	0.362193	0.940318	0.910421	1.08634	1.13028	0.866436	0.683221	0.677039	0.433542	0.987319	0.646099	0.851443	0.727999
TNFRSF19	0.655204	0.668059	0.666456	0.762697	0.88645	0.873205	0.879826	0.838	0.816835	0.744176	0.658401	0.7751	0.564363	0.921334	0.798385	0.806807	0.670111
C1QTNF1	0.720837	0.595658	0.745408	0.579111	1.47704	1.03963	0.631252	0.548848	0.556303	0.474819	0.726617	0.694521	0.718331	0.546126	0.71864	0.835547	0.667003
NMU	0.502792	0.458627	0.57033	0.403307	0.0724868	0.631252	1.52813	1.26204	1.16122	1.09623	0.647431	0.962032	0.000603801	0.857862	0.463835	0.941093	0.618846
MUC15	0.911498	0.257149	0.931886	0.86585	0.212022	0.778731	1.10344	0.987534	0.982047	0.860802	0.787254	0.570603	0.339405	0.779867	0.73231	1.06475	0.636536
KLF5	0.748338	0.561099	0.685551	0.540162	1.23129	1.19361	0.771576	0.750602	0.722234	0.929739	0.808623	0.498175	0.593466	0.656944	0.725443	0.667921	0.510212
TMC8	0.503695	1.27081	0.602162	0.988581	0.99513	0.743043	0.326741	0.443961	0.362398	0.437994	0.738743	0.787254	0.970875	0.751533	0.701993	0.587917	0.990468
RAD51AP1	0.550628	1.15088	0.833538	0.553356	0.611541	0.853873	0.748666	0.629952	1.33363	0.90004	0.445236	0.887679	0.170352	0.959664	0.67972	0.650324	0.647431
C9orf43	0.520891	1.50828	0.867458	0.585853	0.814135	0.467925	0.601096	0.66989	0.564104	0.667319	0.407053	0.782677	1.28144	0.650324	0.634813	0.562105	0.57422
MOV10L1	0.590304	1.52355	1.10292	0.792277	0.670915	0.664337	0.615033	0.734795	0.60577	0.751967	0.571491	0.508138	0.539612	0.74084	0.683907	0.500928	0.906303
MPZL2	0.729831	0.0102426	0.298334	0.820439	1.8671	1.17362	0.141003	0.143834	0.483989	0.570031	0.469135	0.890901	0.652251	0.746015	0.55293	0.839272	0.494419
PMFBP1	0.77734	1.90223	0.47701	0.846729	0.786324	0.472313	0.772953	0.489793	0.728967	1.00596	0.462159	0.519392	0.638817	0.448476	0.566418	0.586097	0.510607
MEX3B	0.628261	0.873976	0.560287	0.597011	0.64775	0.787857	1.07162	1.03075	0.827776	0.774594	0.702934	0.707254	0.597524	0.711792	0.848019	0.7136	0.841391
FBXO5	0.787544	0.370166	0.559688	0.855799	0.871964	0.969406	0.784973	0.659814	0.746561	0.677853	0.990682	0.913104	0.730999	0.830678	0.584731	0.731363	0.679403
SLC25A34	0.736223	1.13857	1.05157	0.845095	0.60193	0.596717	0.701254	0.855235	0.519803	0.643724	0.698384	0.623839	0.862931	0.736004	0.542876	0.733229	0.846729
ALDH1A2	0.935702	0.506748	0.563801	0.684167	1.03103	0.864274	0.888091	0.836777	0.952568	1.09672	0.408479	0.766984	0.454016	0.626743	0.782677	0.781879	0.563397
PGF	0.437427	0.394768	0.384298	0.73231	1.51081	1.04368	0.594748	0.492915	0.811579	0.581412	0.483025	0.427778	0.952735	1.03551	0.593699	0.739316	0.699313
PROKR2	0.809787	0.547474	0.85829	0.872554	0.37839	0.652868	1.12312	0.932189	0.907934	0.726816	0.709812	1.1748	0.242563	0.768062	0.583278	0.874508	0.589275
ZMYND10	0.377428	1.40211	0.684535	0.818539	0.759356	0.811889	0.861358	0.581814	0.719005	0.752967	0.515431	0.507188	0.993088	0.657222	0.603819	0.708511	0.751533
PENK	0.879826	0.873596	0.616513	0.793132	0.292868	0.758397	1.37231	1.23488	0.884657	0.975507	0.634813	0.660147	0.0195386	0.685551	0.530211	0.710158	0.706718
ADH1C	0.703753	0.106081	0.730999	0.715593	2.21913	0.473827	0.153654	0.366055	0.46022	0.259188	0.599927	0.230327	1.21263	0.303071	0.142228	0.353439	0.561823
TMC4	0.556303	1.85452	0.83587	0.659475	0.526767	0.398	0.691662	0.497534	0.607747	0.758397	0.417471	0.596512	0.901498	0.712655	0.754608	0.501447	0.621161
TNFSF9	0.893217	0.509295	0.521465	1.00167	0.553118	0.667921	1.13694	1.03789	0.928931	0.817187	0.773247	0.54388	0.609656	0.784973	0.716017	0.866968	0.498984
SLC12A1	0.583887	0.793132	0.497367	0.814419	0.253773	0.568273	0.849134	0.863692	1.55491	1.73827	0.570603	0.474128	0.195187	0.39966	0.640362	0.590834	0.420614
TMEM100	0.898378	0.158358	1.05131	0.483025	1.49072	0.98964	0.541717	1.06475	0.412695	0.474341	0.737086	0.628512	0.400387	0.418512	0.76511	0.66479	0.684535
ADAT2	0.722234	1.15324	0.868221	0.530695	0.579111	0.761035	0.824935	0.845909	0.876205	0.843434	0.748666	0.669683	0.345604	0.84886	0.781879	0.835329	0.627235
ZIC4	0.715257	0.74084	0.726816	0.582168	0.81986	0.672791	0.674893	0.570793	0.729295	0.843786	0.783916	0.757357	1.05363	0.788074	0.852496	0.749409	0.650324
BCYRN1	0.317462	0.0101362	1.0212	0.442531	0.549418	0.964047	0.609036	0.295401	0.812772	1.1077	0.28174	0.720093	0.448054	1.11078	1.06651	0.502008	1.3443
CMTM8	0.247463	0.658401	0.594748	0.712125	1.10408	0.617579	0.763949	0.601325	0.492642	1.11134	0.686678	0.959311	0.534619	0.730304	0.871303	0.766984	0.942569
RAET1G	0.485276	1.44393	1.00377	0.364348	0.81928	0.679188	0.50344	0.833071	0.604883	0.569735	0.738464	0.295815	0.659814	0.848019	0.712655	0.658582	1.01213
TXLNB	0.655766	0.809033	0.739663	0.574507	0.440701	0.921981	0.935005	0.723543	0.986403	0.875518	0.635426	0.582433	0.840844	0.538581	0.878564	0.754608	0.852236
LCTL	0.41802	0.733829	0.643505	0.599604	0.352009	0.670642	0.732741	0.754825	0.817495	0.733487	0.716017	0.846171	1.22385	0.785755	0.905751	0.859094	0.738936
CHEK2	0.634418	0.917131	0.496713	0.954012	1.10563	0.984736	0.652007	0.731363	0.677039	0.631606	0.786324	0.506748	0.623302	0.644257	0.624505	0.830382	0.814985
OXER1	0.749081	1.48447	0.842207	0.633708	0.921981	0.414649	0.584731	0.604883	0.549704	0.469675	0.73231	0.698384	0.951943	0.543474	0.606364	0.71245	0.752288
ARID3A	0.817495	1.38109	0.628017	0.836777	0.691139	0.776667	0.652251	0.603108	0.603437	0.492148	0.770192	0.762697	0.858784	0.587356	0.698724	0.612037	0.720476
hCG_1776018	0.448476	0.459142	0.331711	0.472797	0.430314	0.700145	0.650705	0.37971	0.668774	0.477282	0.889551	0.877936	1.18552	0.878564	0.707581	1.52305	0.739916
ARL9	0.855799	0.624505	1.01442	0.978519	0.525513	1.00596	0.705869	0.993088	1.00112	0.427117	0.772953	0.689208	0.358514	0.792812	0.715787	0.818114	0.356437
C9orf100	0.757705	0.928687	0.66989	0.828086	0.687114	0.739916	0.844584	0.799404	0.745735	0.864022	0.628261	0.693837	0.727356	0.612447	0.652592	0.834409	0.796162
EMR2	0.807884	1.21367	0.59409	0.683907	0.787544	0.869154	0.567642	0.600644	0.689208	0.776992	0.756966	0.728555	0.696136	0.801903	0.754825	0.547281	0.72262
C12orf60	0.925105	0.736004	0.539931	0.734602	0.612195	0.66989	0.886202	0.698724	0.929739	0.905428	0.535198	0.573675	0.890406	0.786324	0.666456	0.726816	0.890176
TUBA3D	0.694766	0.746015	0.925774	0.972613	0.66912	0.710834	0.751533	0.770192	0.389052	0.502234	0.718331	0.66989	0.888091	0.655204	0.756649	0.872554	0.868221
THPO	0.718045	1.36144	0.761742	0.669683	0.592215	0.590605	0.864897	0.979685	0.589275	0.640362	0.392627	0.479539	0.856572	0.728313	0.721604	0.799034	0.746252
B3GNT7	0.578898	0.859321	0.660585	0.670915	0.756417	0.615843	0.773673	0.905428	0.602807	0.663536	0.540414	0.79207	0.673035	0.855573	0.914939	0.919116	0.85829
PABPC1L2B	0.870751	0.435619	0.680876	0.658582	0.221859	0.79252	1.07836	0.979077	0.793132	0.671335	0.879381	0.781879	0.25329	0.879826	0.86977	1.01601	0.745735
MC4R	0.633985	0.170078	0.607482	1.21339	0.14443	0.890605	0.763279	0.716321	1.1956	0.799832	1.11275	0.730745	0.559	0.74765	0.309001	0.761035	0.910134
TMEM171	0.847716	0.8752	0.500928	1.31618	0.383973	0.332434	1.01792	0.873596	1.27347	0.571721	0.636215	0.99138	0.229159	0.933414	0.930994	0.158358	0.24997
GPR126	0.701254	0.41802	0.515729	0.528314	1.55664	0.982913	0.671335	0.438946	0.527214	0.753303	0.710834	0.579111	0.768835	0.490291	0.864897	0.662693	0.652592
FLJ44815	0.829589	0.354175	0.941093	0.680099	0.167795	0.848019	0.989036	0.980034	0.987319	1.17832	0.458379	0.560565	0.259188	0.958767	0.808131	0.953596	0.491045
LRRC46	0.508697	1.33956	0.737842	0.744912	0.853873	0.433542	0.421524	0.486372	0.509934	0.455564	0.70947	0.508404	1.59144	0.561363	0.492148	0.640616	0.561566
RAB20	0.707788	0.104865	0.37533	0.443251	0.810354	1.55645	0.216411	0.724034	0.550333	0.829589	0.5898	0.872253	0.957239	0.677039	0.740163	0.763949	0.713889
GTF2IRD2P	0.81128	1.73975	0.58497	0.754825	0.451926	0.224045	0.503906	0.670915	0.892418	0.764475	0.518992	0.576882	0.594461	0.906303	0.759812	0.573044	0.734313
ST6GALNAC1	0.745735	1.17163	0.826553	0.337366	0.963051	0.557809	0.876827	0.895971	0.625896	0.725766	0.424034	0.714523	0.760706	0.761969	0.752288	0.638817	0.676285
MYO15A	0.635991	1.53678	0.881709	0.990682	0.446961	0.476743	0.744493	0.629068	0.714682	0.630971	0.663536	0.54085	0.66912	0.557214	0.739916	0.838	0.699718
BST1	0.914618	0.884921	0.612447	0.786324	0.814727	0.718045	0.548848	0.603437	0.749874	0.780644	0.722859	0.770722	0.612037	0.783638	1.02171	0.702639	0.608501
FAM160A1	0.763949	0.819529	0.857199	0.991114	0.569542	0.850685	0.928139	0.5793	0.788562	0.971153	0.699313	0.356437	0.612779	0.525782	0.724888	0.941378	0.66989
PIP5KL1	0.652868	1.62788	0.602807	0.821974	0.433377	0.565961	0.84886	0.9769	0.486123	0.332004	0.59286	0.634813	0.789644	0.797938	0.724034	0.619819	0.680099
DLL3	0.552252	0.73177	0.828978	0.887679	0.666456	0.668549	1.02984	0.91785	0.763949	0.809033	0.521084	0.877717	0.597754	0.594461	0.7579	0.895971	0.552526
DRAM	0.489586	0.249183	0.649033	0.414897	1.19952	1.36498	0.401022	0.645211	0.651173	0.468165	0.716977	0.743286	0.918873	0.742363	0.616194	0.672791	0.803316
CCDC120	0.582684	1.01307	0.794284	0.746869	0.907141	0.531111	0.617807	0.76366	0.486372	0.627235	0.741167	0.700145	1.09689	0.50344	0.696136	0.720837	0.814135
C1QTNF6	0.635147	0.950072	0.699718	0.866436	0.783065	0.475671	0.860802	0.601627	0.586673	0.595658	0.895265	0.612447	1.20533	0.760706	0.588586	0.684167	0.572084
FAM156A	0.872554	1.10668	0.876827	0.791276	0.7136	0.473183	0.885256	0.812421	0.775408	0.860536	0.648569	0.673035	0.542299	0.733829	0.586097	0.771576	0.564363
TAL1	0.73231	0.417195	0.628261	0.730999	1.26463	0.725766	0.387823	0.639075	0.670642	0.349111	0.94294	0.719772	0.968841	0.492416	0.680539	0.602807	0.9769
SLC22A14	0.368917	1.32465	0.900727	0.950072	0.658879	0.604191	0.536354	0.972613	0.571139	0.419619	0.914618	0.39205	0.883052	0.681703	0.51241	0.862113	0.652007
CCR10	0.59409	1.23052	0.755304	0.825915	0.634418	0.655766	0.656142	0.790849	0.734795	0.459629	0.637971	0.599186	0.969406	0.815401	0.619586	0.801176	0.688432
FMO2	0.791276	0.303071	0.294495	0.42308	1.63948	0.71245	0.569339	0.340543	0.724888	0.532241	0.792277	0.903075	0.686909	0.766984	0.315247	0.684535	0.975719
GOLGA2L1	0.590011	1.4447	0.738464	0.710158	0.412313	0.39966	0.626743	0.81986	0.650918	0.874229	0.549704	0.801903	0.945629	0.854545	0.66989	0.42813	0.738743
TBX3	0.497534	0.612195	0.909418	0.721604	1.33541	0.65557	0.517048	0.708511	0.555759	0.521677	0.784173	0.449546	1.02939	0.558628	0.455274	0.86615	0.781364
GABRE	0.551643	0.746561	0.25778	0.420614	1.76447	0.793132	0.303315	0.420914	0.463335	0.812421	0.50034	0.463098	1.06955	0.746561	0.477282	0.772285	0.529601
hCG_2033039	0.742718	0.387625	0.640072	0.8752	0.622709	0.777898	0.995793	0.866675	0.60193	0.742718	0.623302	0.887288	0.541717	0.890605	0.810666	0.855235	0.695572
CD52	0.913104	0.0100701	0.553729	0.928931	0.490037	1.52879	0.880699	0.804104	0.676808	0.362398	0.864274	0.520116	0.76511	0.421735	0.621699	0.831624	0.655766
TNK1	0.697106	1.19877	0.916609	0.673879	0.599386	0.727708	0.837435	0.646099	0.552526	0.623839	0.784619	0.716017	0.874229	0.679403	0.609656	0.704246	0.605284
GRAMD2	0.758753	0.414073	0.541352	0.71864	0.698724	0.882358	0.698384	0.794749	0.590304	0.701254	0.586367	0.87717	0.797938	0.812421	0.779867	1.06252	0.656142
KREMEN2	0.533066	1.52485	0.914279	0.467441	0.665202	0.448476	0.899623	0.650705	0.57033	0.702639	0.551862	0.752639	0.319187	0.833924	0.943222	0.737842	0.597011
BATF2	0	1.19484	0	0.145386	1.12199	2.30025	0.549418	0.556887	0.016898	0.00541008	0	0.125741	0.796162	0.523272	0.368917	0.588586	0
C9orf98	0.566125	1.19258	0.66827	0.72432	0.381433	0.538867	0.781364	1.04055	0.86615	0.844799	0.500091	0.724034	0.497757	0.805996	0.833071	0.791687	0.742718
ITGAL	0.545498	0.908106	0.434099	0.447422	0.743504	1.33204	0.301421	0.326866	0.568578	0.528654	0.603819	0.694766	1.1384	0.654575	0.806246	0.705651	0.892774
TRIM7	0.523998	1.44806	0.762697	0.750948	0.729831	0.609288	0.786324	0.652251	0.531509	0.802791	0.583626	0.545805	0.608642	0.787857	0.782229	0.67334	0.707788
HNF1A	0.851443	0.550102	0.81986	0.884921	0.734602	0.682388	0.902548	0.546937	0.863403	0.65557	0.775801	0.637971	0.813853	0.666456	0.638481	0.843135	0.607482
AMH	0.505555	1.37312	0.865061	0.615843	1.05929	0.434508	0.457087	0.387823	0.0891105	0.363155	0.697106	0.814135	0.947632	0.676285	0.721845	0.718045	0.864594
SLC10A4	0.724572	0.411428	0.563397	0.829291	0.305987	0.996723	0.911498	1.02869	0.81928	0.885895	0.623572	0.697817	0.416355	0.840635	0.962339	0.632733	0.740163
EYA4	0.657731	0.643254	0.822816	0.632352	0.804924	0.597524	1.03039	0.696136	1.02236	0.70546	0.708511	0.942569	0.31899	0.772953	0.862931	0.652868	0.565961
ORAI1	0.7579	0.390179	0.533066	0.857465	0.878564	0.76511	0.630279	0.406023	0.622984	0.587041	0.953064	0.683907	0.982293	0.844584	0.743286	0.772953	0.752967
TTLL13	0.444719	1.22016	0.727708	0.746561	0.864594	0.366369	0.682014	0.37282	0.576302	0.755712	0.708256	0.618846	1.31798	0.606026	0.633331	0.548848	0.632352
ZP3	0.419908	0.617258	0.713367	0.757357	1.13857	0.429404	0.804104	1.22902	0.543108	1.04978	0.166648	0.944622	0.828978	0.652868	0.730745	0.338542	0.477548
BSPRY	0.578643	0.159802	0.332219	1.0708	0.358514	1.03885	0.988286	0.844207	0.841147	0.955429	0.564363	0.528654	0.689208	0.756966	0.994717	0.789378	0.675862
TIFA	0.728313	0.162286	0.438946	0.706718	0.789151	1.27996	0.816481	0.68807	0.76366	0.66479	0.861094	0.726075	0.301421	0.668059	0.720476	0.935702	0.855799
GPR113	0.769352	0.532804	0.720476	0.832156	0.334563	0.836423	0.979468	0.729295	0.833538	0.788817	0.89191	0.696795	0.612447	0.674893	0.766401	0.800103	0.739663
PIK3CG	0.704559	0.686909	0.405248	0.64775	0.705145	1.25048	0.47461	0.705145	0.635669	0.679403	0.889246	0.798702	0.591164	0.502008	0.742718	0.762369	0.951943
TMPRSS11D	0.665678	0.221264	0.920725	0.72262	0.707254	0.680099	0.755712	0.958767	0.795844	1.05898	0.851443	0.615317	0.8301	0.744176	0.523007	0.583278	0.635669
NR4A3	0.730304	0.463335	0.848616	0.785755	0.586097	0.927216	0.97315	0.58896	0.852236	0.842207	0.675501	0.575363	0.606364	0.673035	0.693198	0.922267	0.660147
ANO1	0.630971	1.66067	0.677853	0.801546	0.567933	0.520891	0.796865	0.865536	0.621699	0.599604	0.523007	0.631252	0.518212	0.579845	0.695727	0.669397	0.670915
C6orf81	0.536748	1.28943	0.515431	0.579845	0.768835	0.321737	0.610468	0.433377	0.678156	0.760098	0.248112	0.666796	1.53262	0.663166	0.569735	0.606615	0.603819
C20orf134	0.419619	1.2824	0.646762	0.724034	1.07657	0.528314	0.702348	0.351071	0.615317	0.610942	0.570031	0.633331	0.904293	0.698384	0.737086	0.587041	0.811889
DOK7	0.420614	1.68329	0.824538	0.629814	0.961131	0.427396	0.444719	0.682388	0.523007	0.290371	0.52526	0.66415	1.05306	0.401329	0.714523	0.517411	0.564104
C7orf34	0.816835	0.901498	0.767856	0.354175	0.708773	0.153289	0.455274	0.506459	0.872871	0.356437	0.98267	0.778417	1.05749	1.08482	0.760706	0.617258	0.606615
PRSS35	0.492915	0.403887	0.844584	0.459332	0.763279	0.574011	0.968537	0.840175	0.660304	1.11402	0.629814	0.709812	0.452966	0.652007	1.1288	0.609036	0.766401
CD226	0.848616	0.862509	0.452966	0.513989	0.582168	1.05775	0.615606	0.771086	0.941725	0.849134	0.620826	0.799216	0.398	0.741492	0.853612	0.736004	0.686006
PBX4	0.437106	1.53062	0.781364	0.959941	0.464501	0.60234	0.690857	0.795176	0.496309	0.506748	0.434891	0.824272	0.556303	0.573357	0.752967	0.704897	0.838
FBXO15	0.748666	0.70694	0.818114	0.49077	0.663166	0.735031	0.752639	0.613115	0.733829	0.825204	0.789953	0.77602	0.76978	0.814135	0.770429	0.62553	0.683221
MYH7	1.11275	0.843434	0.537669	1.03017	0.50536	0.862931	0.581073	0.878954	0.647093	0.711386	0.652592	0.345098	0.742363	0.55604	0.618846	0.917682	0.672167
OR10AD1	0.698162	1.21499	0.903075	0.489586	0.660147	0.162971	0.953064	0.975507	0.705145	0.72517	0.460578	0.630645	1.00411	0.737476	0.513989	0.650035	0.518017
HHEX	0.544951	0.881984	0.245546	0.793467	0.950072	1.13857	0.524337	0.431986	0.550831	0.739663	0.734094	0.710834	0.707254	0.71943	0.810354	0.845095	0.604523
