id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
DDX27	860	1382	1394.944434	893.9348581	894	913.9393693	1163.953553	1298	1099.943224	1039.930127
HIF1AN	875	1397	1872	1220	1090	1102	1585	1294	1467	1157
ZNF446	167	262	255.0946341	246	161	193	241	282	301	317
CDC37L1	397	837	1402	790	751	798	758	830	822	729
URG4	918	1788	2237	1412	1189	1031	1393	1409	1609	1531
NPLOC4	1660.804136	3122.085129	3319.685642	2718.188932	2016.949161	1818.916028	2217.949364	2512.989796	2656.121016	2533.488107
DENND4C	1851	2939	3205	2481	2529	2342	2499	3466	3300	2884
C14orf118	1126	1450	2127	1403.216667	1157	1116.423273	1270.985979	1629.284384	1537	1432.172145
MFN1	1556	2122.992308	3287	1912	2142	1957.990909	1857.074072	2905	2840	2019
PEX26	567	892	1342	845.8989325	540	575.0056868	815.8235294	797.0078456	872	870
SMEK1	1412	2694	2906	1827	1900	1646	2354	2617	2602	2002
NBPF1	598	1328	1738.65429	661	824	794	849.0076899	1291	748.8666667	1289.541328
SLC30A6	286.0607888	586.1014479	883.6059292	479.5444431	480.9936151	433.5562983	530.016337	698.9659598	724.9219053	613
IWS1	1067.08663	1933.030517	1859.975184	1186	1522.009041	1110.800428	1641.888889	1877.293748	1957.147487	1361
LIMS2	101	77.00009924	94	85.00057042	49	68	72	132.0001775	162.0833333	96
RUFY2	2483	3460.684026	4662.760939	3238.79111	3300.71979	3081.764075	2720.066357	4169.740823	4788.078329	4051.573376
SCYL2	882	1911	2311.000042	1393	1750	1302	1670	1929	2121	1374
KIAA1310	1289	2342.726091	2583.213992	1999.959184	1756.962963	1663.003665	1843.865692	2333	2610.036493	2165
C9orf86	2210	3744	3641.12685	2853	1832	1636	2426.178353	2803	3007.306591	3221.93349
MREG	232	282	561	269	249	213	285	259	334	266
TRMU	476	971.5262148	920.6125029	500.7408276	549.0010462	497.4720205	580.0036753	720.5295149	629.0025683	701.7583117
YEATS2	2535	4306	5099	2472	2830	2500	3141	3506	3600	3628
PACS1	1850	2768	3137.034427	3151.982301	1917	1949	2286	2564	3012.071356	2465
FRMD4A	1730	2890	2970	2080	1757	1913	2202	2324	2444	2508
LUC7L	1459.351111	1662.027988	1776.56871	1174.321597	1245.14198	917.3469295	1315.08445	1904.142613	1642	1452.270875
JMJD2D	17	32	68	67	31	51	31	41	50	54
NSUN5	163	340	428.901016	280	216	202	328	292	328	373.8748672
RBM22	718	1416	1469	965	959	924	1110	1309	1475	1174
VAC14	686	1245	1614	1137	705.034461	753	1103	1236.906977	1427	1127
RADIL	100	238	255	148	114	107	135	171	279	195
IARS2	1653	3270	4371	2664	2901	2457	3195	2987	3352	2955
MAP7D1	2998	6053	5861.85647	4112.010023	3334.679104	2648	5019.018796	4291.04076	5143	5179.473001
FLJ10357	664	1156	1072	668	614	519	880	1008	1180	1209
CCDC94	177	393	452	396	167	228	261	302	335	403
POLR3B	531	1073	1290	783	688	616	1003	931	1007	763
CCDC88A	10848.36145	13750.98357	19563.14267	14411.45551	14587.39058	13106.33053	13330.3187	22229.3494	21032.43209	18979.37831
IPO9	2339	4507	5455	3743	3084	3077	3869	4034	4104	3681
TMEM48	266.9333333	673.0192628	799	471	455	430.0224475	478	578.0857458	547.0122762	510
NECAP2	345.9642857	686	626.919721	350	373	340	524.0685825	678.0732241	646.0442894	766.7749703
KBTBD4	283	658	984	685	523	461	511	644	644	563
FAR2	469.0224376	1107	1536.052111	1066.091656	970	919.9772727	792	977	1001	731
ZNF334	394	497	586	340	332	410	411	710.0035447	611	443
ODZ3	1669	3770	5837	3400	2751	2222	2582	3048	2802	2640
DOK4	231	359	653	330	222	248	314	346	329	324
LMBR1L	506	701	774.8596856	512	449	413	577	547	694.0720638	727
BRWD2	1361	2289.087244	3415.048607	2239.94612	2038.070566	2062.814341	2020.093245	3108.083275	2962.208553	2503
POLR3E	814	1306	1619	1036.863952	888	890	1114.706134	1518	1318.972973	1298
FAM178A	2202	3362	4289	2468	2522	2891	3411	4429	4591	4079
TSR1	791.9578947	1441.029704	1939	1274.087698	1095.082961	1127.016053	1151	1485.857143	1552.049842	1261
IQCC	136	185	174	129	107	138	128	165	192	141
CEP72	98	188.8333333	167	141	97	98.6	143	140	200	176
ASF1B	5	5	8	9	8	7	13	10	11	3
C12orf11	328	896	908	387	588.0225158	450.0184935	818.8571429	845.0443424	834.0107171	789
BTBD7	953	1390	1652	1070	1058	928.0111152	1361.941176	1617	1458.015956	1341
N4BP2	528	1125	1046	688	842	767	738	1034	1268	1042
ATF7IP	1332.831407	2427.096302	2403.562901	1636.857415	1578.025431	1529.962733	1689	2352	2435.967965	2147.892041
C17orf63	266	404	407	237	232	225	359	301	395	341
C1orf112	305	535	433	310	394	334	423.2503451	627.0023653	503	498.0960789
HHAT	106	163	218.648085	150.7296506	153	119	137	144	239.6283216	186
ZFP64	252	365	482	303	246	267	263	324	345	352
DNAJC11	1048.040021	1858.154997	2094.824887	1504.878865	1127.76121	1054.007385	1441.001414	1335.436304	1726.846789	1574.631999
VPS35	2331.045489	6286.22112	10590.49838	5860.910886	5255.012305	4768.401458	5354.337246	4726.115164	5617.594801	4737.947178
ARFGAP1	1056.020562	1963.250003	2419.772797	1533.791426	1149.002706	1102.984856	1454.063884	1815.968665	1847.988827	1845.909486
CARKD	723	1245	1909.788351	1278.869186	992.0370712	869.0400775	1170	1310.92684	1309.069872	1332.863227
ENAH	2536	3748	5843	3758	3938	3332	4092	5079	5601	4155
EDEM2	136.8730277	315.0644432	317.4297834	213	226.0172823	241	269.0062911	296.0348902	302.0023242	316.0122866
PARVA	598	863	1310	684	764	701	873	882	894	854
CHFR	696	950	882	713.0261483	600	538	788	975	1053.009677	954.6867719
C7orf44	454	958.6282125	1139.983375	732.9608594	572.1892966	501.1067379	633	650	810	669.9555991
C14orf108	762	1255	1754	1437	1298	1112	1482	1420	1605	1110
NUP133	1848	3763.960912	4651.202121	3152.149275	3013.078437	2766	2856	3796.964286	4270.880795	3565.904124
FAM21B	1170.005789	2462.941176	1524.654968	1324	1550.143336	1190.355286	1691.395387	1897	1886.674108	1257.94394
CNDP2	1914.983051	3800.229045	5036.935412	3333.158663	2763.030767	3038.210771	3600.137623	4098.35635	4863.778025	3755.910084
CCAR1	1981.761837	3346.871864	3166.910859	2722.782009	2249.677746	2269.937456	2608.937603	3333.918512	3542.917934	2613.961921
AGK	1035.51235	1907.878064	2807.807365	1709.536463	1493	1292.728156	1413	1597.404761	1827.227129	1353.738843
TMEM184C	544	1137	1586	889	928	830	1058	1227	1221	954
11-Sep	2406	4323	6088	3598	3055	2730	2918	3500	4365	3710
OGDHL	2238.017506	4057.021011	5239.078534	3936.492121	2443.010921	1927	2778	2432.015066	3169	2717
TMEM30A	3404.918227	6647.983849	12186.29394	8270.738947	7276.988024	6091.267238	7690.097171	8069.027489	8974.069395	7116
CDK5RAP2	2418	4186.043839	3393	2585.972603	2847.006882	2022.969947	2925.069004	4219.031327	3712.074896	3133
INTS9	207	436	458.7000708	246	325	215	377.9	400.0338831	431.9058945	347
UGCGL2	2126.041382	2885.044691	3949	2488	2817	2410	2383	3446.126935	3874	3252.057057
RCOR3	1218	1464	2382	2030	1728	1582	1427	2337	2374	2131
WDR12	413	1023.271766	1299.953766	791.0913782	805.0376497	742.0304629	830.8976125	829.0815319	1032.022526	720.8521747
DHX32	451	849	938	736	686	525	654	917	956	787
TTC17	1614	2621	2776	1856.200323	1899.775526	1716.84507	2191	2710.003016	2554.516782	2157.012282
ZNF701	180	290	229	119	194	163	235	332	257	234
EXOC1	1575	2689	3560	2375	2501	2223	2342	2956	3576	2874
IFT122	1219	1686.490044	2241.323247	1308.540239	951.7124961	1105.050924	1205.895827	1593	1550.503671	1754.203295
C1orf106	18	23	13	14	12	8	5	32	18	23
H2AFJ	37	101	112	124	91	63	109	151	144	149
NGLY1	417	1122.158127	1177.774099	677.8869657	717.0584171	532.9638381	770.0508812	889.0130559	1014	805
ZNF83	598.8571429	804	865	612	789	598.9285714	723	1129	1409	1054
EXOC2	1400	3055	3495	2071	2362	1894	2908	2760	2855	2344
PRR11	19	37	41	40	30	38	36	34	73	54
TBC1D23	740	1604	1976.974346	1256	1231.008708	1144	1481.107538	1501.946123	1572.961113	1324
TDP1	385.5225434	634.9324291	733.9662866	471	476	425	386	596.9563985	798.9057538	551.9160873
C6orf64	109	173	224	123	149	143	186	168	161	151
MBD5	866	1440	1822	1335	1084	988	1024	1291	1411	1130
ZNF839	326	465	611.0163096	484	334	368	394	455	592.0217977	553
WDR52	1031	1388	1000	929	936	917	1120	1294	1205.02981	1095
C6orf70	407	520	864	767	658.8599012	692	546.0202323	912	941.0178896	1030
RIOK2	235	350	565	366	386	368	410	436	495	344
FTSJD1	186	330.5122556	491.131056	250	330	250.0093944	306.0212902	379	417.0172126	437.85
MCTP2	82	272	307	112	128	49	126	180	112	159
FGD6	1178	1406	2175	1203	1091	1019.923077	1420	1391	1721	1420
ZNF415	311	745	732	446	632	427	653.00246	633	563.0095812	551
CXorf15	542	942	808	535	617	499	730	744	958	687
LMBRD1	1737	3886	4869	3313	3619	3116	3337	3843	4641	3931
DEPDC1B	27	47	83	29	40	41	101	63	55	48
CSGALNACT1	982	1875	2640	1872	1117	1225	1439	1867	1960	2289
C1orf103	130	326	415	263	298	360	210	259	382	399
FAM63A	459	1397	1008	642	885	683	1417	1272	1088.02068	973.7698928
DDX28	66	120	240	161	105	87	118	138	129	141
PCID2	627.9109842	1366.149009	1497.934467	752.8862104	802	672.8096215	1052.971423	1132.178046	1007	813
MBNL3	106	99	124.6962137	72	93	115	112	112	138	131
METTL2B	428	678	814	498.8144489	443	457	481	639	711	704.0134124
CACNA2D3	3062.950755	5651.961006	5609.925389	4503.882984	3611	3023.956408	4399.564687	3869.689528	3946.879202	3386.958977
SCN3B	3061	4579	11463	6495	3542	3452	3634	5130	4830	4664
IL26	0	2	7	3	4	1	3	7	7	6
DCP1A	544.05141	988	1241.771387	863.2662703	670.0691946	659.0327283	843.0099555	985.0620217	1063	882.0129279
CENTA2	135	154	153	123	69	143	148.3746607	201	233.0142004	251
LRP2BP	427	554	522	379	450	419	489	696	774	695
HR	945	1344.041671	2097.010826	1090.554236	924.0250819	764	886.0019321	1151	1401	1727
ST6GALNAC1	52	25	95	72	36	48	29	70	78	72
TRERF1	433	618	463	377	326	242	395	370	612	539
FOXJ2	416	670	960	616	517	589	619	735	792	701
ADCY10	41	93	73	40	55	54	83	44	60	45
SPATA7	663	831	1090.892504	981	816	969	974	845	1275	1350.841301
UTP6	1145	1518	1582.911651	843	1059.837256	1167.927837	1234.076576	1675.98188	1546.678202	1488.767877
BDP1	5788	7705	9666	6316	5949	5446	6363	8485	8657	7475
TSNAXIP1	83	175	159	122	124	108	118.0006008	137	136	160
DOK5	250	291	756	361	313	310	342	322	441	370
JMJD1A	1828	3501	3623	2354	2531	3067	3359	3151.03299	3037	3178.763769
RNF130	1219.137544	3872.408088	3169.998757	1946.112075	2705.026734	2046.210231	3857.571144	3243.793426	3330.730325	3148.768922
ALLC	17	9	17	29	1	64	3	35	1	2
VPS11	865	1869	2883.133853	1658.783089	1370.052945	1370.062029	1462	1680.025946	1684.017249	1806
PAG1	761	1210	1761	1202.888878	1113	1010.009433	1465	1556	1670	1379
PECR	195	243	347	230	201	177	228	249	310	302
IQWD1	2353.025589	4919.106185	7502.905536	4591.766194	3861.052131	3228.047459	3603.096548	3816.092097	4032	2945.72009
SELS	231	413	503	382	348	287	426	500	557	513
GLT8D1	449.7526882	934.9021932	1220.729441	710.3063366	766.0098638	677.0209095	758	890.94662	1086.025148	803
TMEM111	551	1342	1865	1068	863	782	937	1048	1202	1184
CAND1	3347	7523	12040	7379	6582	5777	6948	6350	7257	6195
UBAP2	1153.651824	1758.127195	2028.622429	1325.607347	1080	900.0316607	1333	1680.702065	1736.785714	1492.814382
CENPJ	592	1119	775	665	569	437	967	968	1078	916
EAPP	375	959	1196	829	704.0104677	674	541	810	858.0132681	670
CENPN	139	398.8582509	487	299	286.8336775	249	339.8830038	317.7038266	290	308.8028039
EAF2	173	219	226.000985	179.0006005	162.0012429	90	207	214	175	181.0010559
WWC3	1001	1664.019936	1571	1085	1019	817	1632	1649	1382	1597
ARHGAP15	93	146	108	102	101	108	172	213	120	161
PPP2R2D	598	1332	1493	1022	939	665	965	1075	1072	956
C3orf10	539	1056	2077	1213	884	850	978	991	1312	1085
ITFG2	369.9333979	575	617	423	388	412	455	627.8600289	539.0396689	556
CISD1	564	1139	1906	1197	1148	907	963	929	1156	837
C9orf46	95	139	246.8470711	151	129.8110848	134	106.0221083	191	342.8017804	214
USE1	163	286	355	253	165	171	297	219	233	303
PSENEN	220	408	474	368	307	244	324	374	426	418
TEX2	1839	3725	4933	3258	2919	2318	3159	3985	3969	3313
ZC3H15	1098	2160.183585	2878.970083	1995.392844	1717.966469	1437.312174	1672.405057	1734	2120.991597	1590
FAM45B	22	30	27	12.14370938	23	28	28.83333333	33	20	29
THEM2	224.1486017	568.3262848	562	263.0889309	380.3112195	170.9756098	374	369.0828192	462	401
C20orf19	773	1747	1794.511754	1013	1247.039496	860	1388.765434	1423.971428	1445	1341.805477
TMEM165	837	1984	1788	1258	1709	1324	2425	2860	2230	1739
BEX1	1481	3337	5771	3877	2715	2585	2299	2240	3033	2694
ACTR10	810.1550379	1850.194798	3564.943371	2064.620027	1736.932848	1650.976962	1566.11003	1723.219926	2167.850032	1692.748022
DBNDD2	1395	5128	4764	2102	3914	2622	4438	4861	5348	4170
ECHDC1	406	644.6966426	1160.936075	920.5924105	907.9236429	676.0177882	758	882.9171887	1007.913675	866.919411
TMEM126B	425	781	1389	842	861	835	678	957	1057	829
SLC22A11	1	0	6.25	1	1	0	2	0	0	0
HDAC8	344	784.0939388	843.8819562	415.465602	441.0451453	386.043286	629.1471439	629.0233421	591	511.6270766
ASH1L	8608	15952	20004	12610	11154	10348	12939	13095	14755	12063
CBWD1	127	247	477.6028053	232	171.0068169	246	167	195.3861331	277.5743927	163
PBK	0	2	2	0	0	0	1	4	5	5
GSDMB	269	505.5405512	273.3086643	168	169	150	383	284	294.24802	213
GABRQ	8	62	48	56	30	57	37	65	57	122
WSB2	2854.326627	5249.067565	9167.925218	5097.798273	4158.334646	3373.403908	4664.057541	4054.310875	4646.247948	3841.756942
LMO3	3364.443644	5603.825251	12784.79012	8062.21534	5691.397292	5591.745746	5969.817385	6828.278264	6384.582733	6352.996974
ZNF167	168	242	320	164	164.0082534	157	180	228.0137632	244	234
GOLGA6B	4	1	7	6	7	6	0	5	2	4
GPRC5C	74	62	144	90	78	77	93	106	100	154
LENEP	6	10	11	1	9	5	7	16	5	6
MYNN	371	588	954	740	604	611.0105403	613	720.9649123	863.819064	764
ZNF395	660	1191	1210	873	801	866	843	988	1183	1183
MESP1	46	111	145	89	69	56	87	108	137	102
UNC45A	426.0651198	656	877	541	428	328	552	630	638	626.2754647
ZNF302	755	1583	1848.691085	1036	1320	991	1454	1429	1600	1352.417796
THSD1	166	279	284	140	138.2	135	216	193.1538462	274.0007832	253.0011981
ACSS2	643	1708	1482	993.6577644	1164	757	1335	1269	1471	1136.012458
MLL5	4554	8560.283424	8384.535176	5765.33639	6173.981303	4897.165947	6427.500438	7968.327115	8447.162127	6234.696657
RNF114	590.0109198	1313.012846	1372.046861	788.0286365	906.9546425	761.0203614	986.0049469	1208.058572	1264.040513	1234.057147
KIAA1166	158	340	402	252	267	195	265	265	272	255
CMAS	708	1479.188523	3344.17531	1986.12706	1785	1502.112909	1529.077873	1432	1628.082326	1337
LOC55908	8	8	3	7	3	8	12	13	13	6
BIN3	291	398	378	300	212	168	325	353	398	373
APOB48R	9	21	7	20	5	19	21	19	24	16
ERBB2IP	6521.090473	13908.13536	10848.32484	9096.891672	12109.96633	9256.323052	12066.87508	18801.73897	17478.11217	13967.57813
LANCL2	947	1691	3131	2273	1455	1529	1555	1791	1739	1938
NXT2	74	112	143	169	141	110	124	210	250	176
CTTNBP2NL	517	691	839	616	573	655	700	889	933	823
RCC2	666	1271.93651	1251.103266	874	777.9512195	699	1119	958.0135447	949	856
NKRF	504	886	1419	880	689	655	783	700	828	760
C1orf183	328	610	695	484	330	345	494	484	543	512
DMAP1	587	1051	966	763	572	538.0778475	746.0985387	814	911.0052571	889.1197841
MYO5C	792	665	755	909	564	584	522	1181.928571	1572	1182
APOM	66	145	147	136	88	119	124	147	153	166
ZMAT5	167	304	428	200	217	171	284	285	370	265
LIN37	104	194	269	155	105	121	185	197	199	185
KLHL9	636	1197	1935	1141	1201	1056	1131	1272	1502	1356
SULF2	916.9069767	1556.956081	2248.025487	1206	889	975.9787966	1297.014596	1301.940456	1479.971559	1870
3-Sep	6944.10109	12316	20597.03678	13270.02289	8960	8160	11037	9340	11177	9241
AJAP1	781	1336	1500	1065	645	728	954	927	967	1070
NDUFA12	249	785	1076	529	582	451	415	500	622	532
NSFL1C	987	1540.195101	2025.91737	1130.050435	1107	953.1070824	1432.703463	1390.17227	1452.284171	1257
C20orf24	223	618.0521936	814.0043743	465.8786719	399	365.0060593	508	475	487	370.9285714
GNG12	461	563	737	540	585	627	612	900	957	899
BAIAP2L1	33	18	46	27	26	29	30	38	41	46
SLC25A40	468	998.869281	1243.652006	929.7466984	816	819	732	858	1017	688.9247886
BCAP29	1637	3177	5471.275273	3202.147755	3215.385043	2736.977839	2945.703433	3048.34192	3660.514109	2922.931633
RAG1AP1	71	170.5464261	139	54.65625464	77	71	78	109	183	101
KLHL7	742	1395	2288.904852	1570.102069	1168	1178	1395	1306	1521	1284.072226
CFC1	0	2	0	0	0	1	1	0	0	1
NXF5	17	41	11	20	21	14	35	40	23	25
NXF4	1	0	7	0	0	0	5	5	0	3
NXF3	2	1	1	0	8	0	5	4	6	10
NXF2	0	0	8	2	9	20	3	13	10	5
C19orf10	172	432	720	421	263	292	309	362	507	429
C19orf61	468	1032	897	411	530	414	893	675	683	653
BARX1	1	0	0	1	0	0	0	1	1	1
PDGFC	203	353	471	324	347	209	297	442	360	361.9473684
ALG1	275	419.9047619	553	421.8353022	282	295	372.8471695	438.0243141	562.9489649	464
UBFD1	883.0118052	1429.189453	2673.010933	1626.003954	1296.633464	1285	1450.004309	1435	1578	1258
KLHL4	357	942	1253	862	945	641	984	1217	1069	988
C1orf91	227	293	313.6187294	264.5299904	191	182	188	329	290	290
PCDHGC5	559	738	1943	1031	719	620	676	741	988	899
PCDHGC4	200	397	677	345	315	338	292	439	445	364
PCDHGB7	408	588	728	516	321	369	530	655	748	563
PCDHGB6	127	206	163	92	70	105	178	181	266	181
PCDHGB5	123	172	172	145	106	92	191	213	257	198
PCDHGB3	104	125	100	71	69	70	113	109	122	152
PCDHGB2	127	184	241	188	145	143	156	188	295	280
PCDHGB1	150	230	170	155	132	142	147	157	207	191
PCDHGA11	124	226	196	108	86	95	159	167	198	161
PCDHGA10	183	257	268	161	154	153	240	222	304	216
PCDHGA9	200	291	321	239	156	192	238	309	312	253
PCDHGA7	101	166	140	112	96	96	151	142	202	141
PCDHGA6	148	196	165	117	101	100	149	157	267	243
PCDHGA5	90	160	165	120	95	105	161	121	161	158
PCDHGA4	119	208	226	177	106	156	159	187	232	191
PCDHGA3	136	115	162	157	93	97	125	169	243	185
PCDHGA2	83	126	131	117	67	77	100	166	163	120
PCDHGA1	2088	2670	4275	2824	1948	1982	2444	3069	3868	3166
PCDHGB8P	80	111	80	56	55	65	87	96	126	86
PCDHB15	131	209	255	211	127	157	146	263	259	229
PCDHB14	206	322	526	343	266	241	327	394	385	375
PCDHB13	157	251	299	256	219	184	226	310	287	239
PCDHB12	162	227	358	258	180	219	238	280	257	291
PCDHB11	163	207	336	225	141	160	179	270	217	241
PCDHB10	145	194	427	248	150	179	248	239	241	312
PCDHB9	129	225	318	202	153	181	263	234	245	228
PCDHB8	96	96	76	138	72	63	94	146	105	127
PCDHB7	103	155	170	196	89	125	159	224	199	204
PCDHB6	98	109	147	82	71	90	116	144	147	130
PCDHB4	234	291	451	309	199	255	275	435	488	298
PCDHB3	75	132	171	127	88	80	101	156	136	92
PCDHB2	86	134	197	86	92	67	64	121	136	107
PCDHAC2	1033	1689	3482	2040	1481	1444	1518	1731	2006	1544
PCDHAC1	92	138	283	138	88	101	109	115	141	139
PCDHA13	53	107	102	81	86	51	93	81	103	109
PCDHA12	70	91	112	67	54	62	74	100	77	124
PCDHA11	105	229	282	156	112	114	156	187	175	217
PCDHA10	87	66	98	124	78	66	105	153	147	108
PCDHA8	107	192	340	189	128	129	149	191	199	203
PCDHA7	33	49	84	56	38	57	40	63	71	65
PCDHA6	150	384	438	309	200	226	235	279	314	261
PCDHA5	87	115	171	88	68	84	93	87	129	133
PCDHA4	64	90	154	96	63	72	97	118	100	106
PCDHA3	81	99	173	104	93	87	92	109	98	124
PCDHA2	32	62	75	54	35	38	34	66	56	65
PCDHA1	26	55	84	57	43	33	47	58	59	66
TEX15	120	193	188	126	109	85	229	159	145	148
TEX14	52	127	46	58	65	65	83	101	182	114
TEX13B	6	6	5	10	2	4	2	2	7	7
TEX13A	0	0	2	3	1	0	0	1	1	1
TEX12	20	18	45	49	49	29	28	39	21	30
TEX11	2	2	1	4	3	2	1	0	1	9
NDNL2	186	321	439	261	237	216	297	314	342	339
RNF17	3	8	42	3	2	14	43	2	8	5
STK31	40	76	111	165.6864839	109	61	48	148	147	94
TDRD1	46	106	97	85	80	111	86	76.6	83	99
GSDMC	0	0	26	8	3	0	7	4	0	1
DNAH7	2409	2400	3706	2395	1838.007833	2262	2026	2346	2384	2595
ANKH	2666	4863	6437	4081	3221	3368	4501	3961	4708	3858
MOSPD1	121	231	348.7524788	197.0005008	198	193.0024582	198	220	182.8484555	197.0003567
FAM54B	629	1091	1381	824	679	750	925	1022	995	946
LMOD3	11	10	24	15	17	14	10	12	16	21
KIAA1370	758	1259.566913	1224	1342.845749	943.0159776	1177.030899	1257.003639	1833	1277.9	1174
SUSD2	11	33	22	28	13	29	34	15	39	36
ZNF253	228	442	488	326	322	238	384	464	519	333
KIAA1217	896	1662	2001.102101	1341.05026	828.0001042	1014.000243	1117	1256.000083	1543	1331.00018
BTNL2	10	11	26	16	16	11	12	22	23	13
C21orf62	64	134	82	42	93	90	111	177	186	104
MRAP	53	108	117	109	89	82	133	108	120	104
YLPM1	3659	5271	6114	4062	3728	3716	4560	5176	5345	4427
CRTAM	3	6	15	9	6	15	10	5	9	15
RNF20	1370	2181	2768	1903	1573	1759	1877	2213	2352	2154
TXNDC13	1403.246819	2565	4600.964132	3361.900935	2555.985248	2975.248532	2406	2367	2803	2356.9704
SERTAD4	27	116	170	99	145	65	91	95	161	97
MEPCE	429	755	853	630	442	549	619	517	706	720
CTNNBL1	495	979	1051	635	604	553	864	720	921	698
C8orf44	226	265	308	237	193	241	292	402	362	324
RP5_1022P6.2	1151.589608	990	3336.301935	1529.842528	1780	1253.015369	980.8775971	1873.87152	2665.590892	1609.859272
LRRC8A	1461	2666	2692	2333	1195	1221	2282	2499	2065	2537
CPXM1	6	11	20	14	2	21	5	10	9	13
CCBL2	947	1756	2797	1647	1825	1796	1251	2119	2448	1927
IRGC	2	3	1	4	1	2	2	0	1	2
WDR45L	787	1833	1868	1346.028511	1155	1153	1413	1838	1771	1641
BEX4	1320	2366	3795.983275	2501.903351	2255	1937	1719	2122.033986	2761.170459	2199.67405
PARD3	1084.685994	1316.986541	989.0898667	1100.082805	802.0097563	901	1164	1608.577014	1305.980465	1197.404928
IL1F9	1	0	0	0	2	1	0	0	3	1
SLC7A10	122	159	229	160.000382	110	74	136	123	176	193
TRPV5	38	71	61	50	57	18	82	62	110	65
ANKRD7	58	128	161	95	114	94	90	84	108	128
METTL3	768	1384	1518	956	964	1086	1028	1312	1308.018226	1099
PRMT8	322	447	755	619	473	446	238	307	496	498
PPAN	56	113	122	77	66	54	77	101	99	106
LTB4R2	62	87	73	78	60	66	91	94	124	91
CTPS2	308	713	677.0002889	497.0009911	603.5833333	510	562	670	851	746
RPRM	44	177	187	87	48	45	66	71	111	69
CCL28	14	39	30	27	13	13	9	19	34	31
EIF4ENIF1	954.0807729	1787.893805	1889	1395.773765	1089.835616	1035.939394	1279.027864	1467.100892	1565.053452	1266.894957
KCNQ5	1799	3358	5146	3223	2534	2416	2833	2543	3286	2108
DNAJC12	248	601	775	493	406	320	476	394	490	420
CHST7	96	136	190	107	77	73	107	166	155	206
CYP26B1	234	491	902	669	336	417	277	325	358	585
TUBB4Q	0	0	0	3	1	2	1	0	3	2
ERO1LB	304	679.3813921	709.7337003	520	435	477	656	645	733.7469985	476
SLC2A9	26	44	62	38	41	58	70	58	65	74
DIABLO	358.9	799	1129	637	602	514.0175219	567.0085305	780.9123147	799.9333333	762
INPP5E	503	745	642	458	349	291	547	486	580	532
ASAH2	8	31	9	14	13	25	7	12	17	0
BCCIP	426	768	900	545	570	474	718	807.1645878	759	586
EIF5A2	384	635	1457	907.0293448	813	833.1364207	814.67087	712	927	753.887141
TMPRSS4	0	0	1	3	1	1	0	0	1	1
CLDND1	3389.154297	9936.541616	9224.033642	6863.600364	8914.462088	8287.247533	11850.88095	14693.51167	14733.72454	11244.06627
C18orf2	45	25	39	38	33	39	35	34	56	36
C10orf2	72	155	148	83	78	50	146	141	111	85
NPDC1	1667	2178	2511	1758	1046	1238	1735	2272	1949	2134
POLE4	147	290	544	343	220	172	292	363	303	358
OR2S2	1	1	5	3	4	0	4	2	4	2
TRIM39	262	475	560	383	307	323	439	430	470	454
KCNK13	13	17	12	23	12	24	31	29	27	22
KCNK12	146	268	203	136	88	90	242	141	187	181
PANX2	342	502	440	296	190	188	319	295	438	472
MUC13	1	0	4	0	0	1	2	2	0	0
SUCNR1	3	10	2	5	1	5	5	1	2	0
C11orf17	126.8674081	304	351	226	177	175	216.3771686	276.9818182	296	260
C11orf16	14	10	10	7	4	11	12	14	14	18
TMEM9B	458.8486166	852.7407003	1412	1016.769929	835.0251773	785.0310417	921	1193.989011	1175.902639	1076.232036
NRIP3	363	755	1681	884.8756629	740.0101575	725.0470231	684	719	881	689.3543596
ASCL3	1	4	2	1	3	6	4	3	6	3
SAR1A	1346	2205	3793	2359	2168	2020	1950	2549	2863	2467
C21orf59	182	365	419	218	249	210	219	350	302	312
JPH1	415	596	876	614	440	455	464	413	527	589
RETN	0	1	2	0	1	2	0	1	1	2
SLC2A4RG	175	232	216	155	109	136	157	167	313	267
BARHL1	1	0	2	0	1	3	0	4	6	0
FMN2	4233	5699	7307	5370	3879	4402	5115	5499	7106	5042
ZC3HAV1	447	666	633	516	445	438	662	913	926	617
IFNK	46	59	77	61	72	75	96	90	97	88
SLAMF8	99	154	212	129	139	118	115	158	137	113
GPR137	272	476.0272891	515.9836066	330.5411517	253.8518261	206.957268	425.0775133	333	375.901118	315.010462
SPHK2	302	500	649	473	345	320	408	397	497	589
TCEAL7	722	1490	2727	1602	1628	1135	1203	1326	1712	1301
GRIPAP1	3735.143873	5070.111278	5825.70526	4154.936546	3270.099327	3297.110222	3631	4407.029978	4950.018772	4360.667157
C15orf24	213	564.9876543	916	654	497	505.0642535	533.083637	608	674	541
RAD18	316	458	469.5768051	383.710686	344.03053	321.9463475	275	454	463.0404199	434
BRUNOL4	2189	3903	5314.883862	3335.952085	2214.882786	2015.961538	2891	2821.962008	3047.961613	3537
CDC42SE1	784	1365	1642	1038	1038	960	1303	1403	1615	1103
FSTL5	485.9074546	1493.916234	2783.95254	1498.946387	1444.648992	1108.857799	1180.686355	1420	1458.974841	1073.767096
UGCGL1	1988	3736	4178.947016	2617.95452	2607	2234.95027	3537	3135.028921	3215	2733.639448
KCMF1	788	1459	2148	1335	1245	1124	1338	1195	1352	1032
